title,rating,body
Average phone,2.0,"The phone is okay for the price range , but if you buying this ohone for camera then xaomi phones have better camera . 48mp camera is just for name.A good phone but don’t except too much"
"Nice Hardware, Reduce inbuilt apps",5.0,"Merits :Camera, Battery, speed, overall product is greatDemerits :Lots of inbuilt trash apps, which we could not able to uninstall.No app lock feature by default."
Worth value of money,4.0,It is new version mobile and functioning well.
New Phone Hanging Alot,1.0,It is a newly launched phone but still it is hanging often. The phone has 128gb capacity and is not full with a lot of apps at the moment but still during the day many times gets stuck and becomes slow.
That was smoothly thik i like,5.0,This is very nice 🙂 and the weigth ofPhone is very haveyAnd it is going smoothlyAnd I see price in marketThat was 15000And I buy with Amazon that was 11000Nice realy
Must buy,4.0,Awesome value for money phone.Good sturdy designGood cameraGood performance but not for gaming muchGood batteryGood UI
Wrost exprience.....,1.0,Aftrr 8th days of phone purchase there is is automatic line mark on screen nad now it's beyond the return or replace policy at Amazon.So  ot reccomend to purchasr this phone on any cost.
Phone speaker are not that good,2.0,I have applied for replacement for my order but till now no response from Samsung team. I suggest go for another brand service is not that good as it's name suggest
Super,5.0,"Very good battery backup,Camera decent in this price range."
Product is used or old,2.0,Touchpad is not working properly ...it's feels like product is old or used ....j am very disappointed ...I didn't expect that amazon delivered used product
Not a good phone at all...Got it 4 days back...have netwo,1.0,Not a good phone at all...Got it 4 days back...haveve network issue...I most of the time get missed calls alerts. Also most of the time no voice on call. Proximity sensor issues also
Good phone for use.,5.0,Good phone in budget. Camera could have been better.but at this price .we cannot expect much
Samsung galaxy m12 Review,5.0,At this price range phone is with monster specifications 👌Even phone is not hangable.Super product bought from Amazon.But waiting again for an offer for product like this.🤩
Please helps us in this situation phone is not that much good quality,1.0,"While sitting my phone fell down from my pocket the height is just 1feet , that I bought the phone yesterday."
Excellent phone,5.0,Good features with Good battery backup & good camera. Overall a very good phone especially at this price.
All good except camera,5.0,"The camera quality is not as expected as it offers 48MP, but it is worth this budget."
This mobile is amazing having so many features and best quality smartphone,4.0,"The all systems are working properly of this phone ..there is no hang problem, all features are so good and mobile shipped in good conditions but the delevery time is late yet thank u so much amazon...."
Worst mobile zero rating never buy this product that too in amzon,1.0,The product not at all good and waste of money no return policy also simply waste money. This Amazon help personal are useless to they talk what they feel not what customer want. Never order on amazon..
It was amazing and like this 😊,5.0,Just amazing and nice to use...❤️😊
Good mobile.,5.0,Overall good mobile at this price.
Over all good  phone in budget,4.0,I dislike heavy weight of phone. Scrolling is not as smoth.  Charging is not  fast as it is written
Good battery and memory,5.0,"Battery is upto the mark, camera quality can be improved. Magnetic sensors & infra red sensors not available. Over-all  best phone for this budget"
M12 great,5.0,The phone is amazing with a great camera and  battery life. Fingerprint sensor on power button is working great.  Back side looks like  iPhone. 👍
Please don't buy and save your money,1.0,Don't buy Product is damage and not working but amazon didn't replace itAlmost 20 times request to replacement but no one reply meMy phone didn't replace and now I'm using this damage phone
"Battery life is superb, camera quality is average.",3.0,"It has superb battery life, but on the other hand it's camera quality is average. But at the price range of 10K-12K, it's worth buying it."
A phone with below user's satisfaction,3.0,"Battery is very good. Camera is ok but night picture is not good, audio sound in earphone is slow and quality through earphone not good , optical sensor missing. overall performance is average"
Battery  backup not satisfactory,1.0,This product  is totally defective. I will try many time to contact  customer support  but there is no response. I am dislike to Amazon service. I want to replace  this set.so please help me.
Pathetic display,1.0,The phone display is very bad and definitely doesn't look like a samsung phone. The worst series from Samsung.
Screen touch function and battery performance,2.0,Battery drain within 3 to 4 hours after usage for videos. Also screen touch doesn't works at left upper corner
Screen touch not working properly,1.0,From the very first day the screen touch is not working. I have initiated the return process
Not upto mark,3.0,"Front camera is not upto mark, even the phone is too heavy and bulky, better to go with MI brand in this price range, disappointed"
"OK, budget friendly",4.0,"After uses of 5 day's,Phone is good only slightly heavy and thickness is higher side."
Avoid buying,1.0,"Bulky handset, Phone Hangs, Camera quality is substandard."
Not worth buying,1.0,Not worth buying.Nothing works properly. Too many problems.Doesn't supports wifi 5gWaste of money.
Truly a MONSTER! 😈,5.0,"Likes - Battery, latest OS, fingerprint sensor.Dislikes - Camera.Decent phone in this price range."
"Super , Outstanding , Mindblowing , History",5.0,"I have already purchase this phone , its back and front camera is super and outstanding. And other function is also good..Value of money.i have suggest to other must purchase that phone in low budget."
Not So good,2.0,I have ordered this mobile and start using it but its not working as fast as other mobiles. Some features are not supported properly. I am not going to suggest this mobile to anyone further.
Worth under 8500,5.0,Bought this phone for 8500 for my parents and it's worth for every penny
No headphones is disappointing.,3.0,Product is good but would have appreciated if wired headphones were a part of the box. Quite disappointing.
"I loved it , good performance and good battery life",5.0,Camera quality Is also good 4/5 . And fast recognising finger print and also good themes
